,R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,better_rank
2753,Yancy Medeiros,Damon Jackson,-115,105,86.95652174,105.0,8/30/2014,"Sacramento, California, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Switch,180.34,180.34,145,3,0,0,0,3,3,0,0,0,0,0,0,0,0,Orthodox,177.8,190.5,155,26,26,3,0,0,0,3,-3,0,0,0,2.54,-10.16,0,-12.66666667,0.0,0.0,0,1,neither
2754,Lorenz Larkin,Derek Brunson,145,-165,145.0,60.60606061,8/30/2014,"Sacramento, California, USA", USA,Blue,False,Middleweight,MALE,3,1,0,0,2,1,7,0,0,0,1,0,1,0,2,Southpaw,185.42,195.58,185,2,0,0,1,3,10,0,0,0,1,0,0,0,1,Orthodox,180.34,182.88,170,27,30,1,0,1,1,2,-3,0,0,1,5.08,12.7,-3,-6.58333333,0.666666667,2.333333333,0,1,neither
2755,Ruan Potts,Anthony Hamilton,205,-225,205.0,44.44444444,8/30/2014,"Sacramento, California, USA", USA,Blue,False,Heavyweight,MALE,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,195.58,193.04,260,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,187.96,190.5,247,36,34,0,0,0,0,0,0,0,0,0,7.62,2.54,2,6.0,-2.0,0.0,0,1,neither
2756,Chris Wade,Cain Carrizosa,-155,135,64.51612903,135.0,8/30/2014,"Sacramento, California, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,187.96,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,26,28,0,0,0,0,0,0,0,0,0,-5.08,10.16,-2,0.0,0.0,0.0,0,1,neither
2757,Benson Henderson,Rafael Dos Anjos,-510,440,19.60784314,440.0,8/23/2014,"Tulsa, Oklahoma, USA", USA,Blue,False,Lightweight,MALE,5,0,1,0,5,5,39,0,0,0,6,2,2,0,10,Southpaw,172.72,177.8,170,0,2,0,7,1,39,5,0,3,5,0,1,0,9,Southpaw,175.26,177.8,170,30,29,0,-1,-2,1,-4,0,-5,2,1,-2.54,0.0,1,-27.43333333,-0.1,-0.7333333329999999,0,1,Red
2758,Mike Pyle,Jordan Mein,245,-265,245.0,37.73584906,8/23/2014,"Tulsa, Oklahoma, USA", USA,Blue,False,Welterweight,MALE,3,0,1,0,1,1,6,0,0,1,0,1,0,0,2,Orthodox,182.88,185.42,170,0,1,0,4,4,26,0,0,1,2,4,2,0,9,Orthodox,182.88,187.96,170,38,24,0,0,-3,-7,3,-20,0,-3,-2,0.0,-2.54,14,11.53846154,-0.846153846,0.179487179,0,1,Red
2759,Francis Carmont,Thales Leites,-210,190,47.61904762,190.0,8/23/2014,"Tulsa, Oklahoma, USA", USA,Blue,False,Middleweight,MALE,3,0,3,0,5,3,27,1,0,1,3,1,3,0,8,Orthodox,185.42,198.12,185,2,0,0,6,2,22,0,0,1,3,0,2,0,6,Orthodox,190.5,198.12,205,32,32,2,3,-1,2,-1,5,1,1,1,-5.08,0.0,0,-4.02272727,0.556818182,0.465909091,0,1,Red
2760,Max Holloway,Clay Collard,-950,625,10.52631579,625.0,8/23/2014,"Tulsa, Oklahoma, USA", USA,Red,False,Catch Weight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,145,0,2,0,3,3,20,0,0,1,1,2,1,0,5,Orthodox,180.34,175.26,155,22,21,0,-2,-3,-5,3,-20,0,-2,-1,0.0,10.16,1,-62.125,-0.25,0.0,0,1,neither
2761,James Vick,Valmir Lazaro,-125,115,80.0,115.0,8/23/2014,"Tulsa, Oklahoma, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,155,0,1,0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,190.5,193.04,155,27,29,0,-1,-1,-1,0,-1,0,0,-1,-7.62,-7.62,-2,0.0,-1.0,0.0,0,1,neither
2762,Chas Skelly,Tom Niinimaki,145,-155,145.0,64.51612903,8/23/2014,"Tulsa, Oklahoma, USA", USA,Red,False,Featherweight,MALE,3,1,0,0,1,1,4,0,0,1,0,0,0,0,1,Orthodox,175.26,175.26,145,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,145,29,32,0,0,1,1,0,1,0,0,0,-5.08,-7.62,-3,-7.0,0.0,3.0,0,1,neither
2763,Neil Magny,Alex Garcia,135,-145,135.0,68.96551724,8/23/2014,"Tulsa, Oklahoma, USA", USA,Red,False,Welterweight,MALE,3,0,2,0,2,0,4,0,0,1,0,1,0,0,2,Orthodox,175.26,182.88,170,0,3,0,3,2,15,0,0,0,3,1,0,0,4,Orthodox,190.5,203.2,170,27,27,0,-1,-1,-2,2,-11,0,0,0,-15.24,-20.32,0,-3.83333333,0.0,1.8333333330000001,0,1,neither
2764,Beneil Dariush,Anthony Rocco Martin,130,-140,130.0,71.42857143,8/23/2014,"Tulsa, Oklahoma, USA", USA,Red,False,Lightweight,MALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,170,1,0,0,1,1,2,0,0,0,0,0,1,0,1,Southpaw,177.8,182.88,155,25,24,0,0,-1,-1,0,1,0,0,-1,5.08,2.54,1,9.0,0.5,1.0,0,1,neither
2765,Aaron Phillips,Matt Hobar,145,-155,145.0,64.51612903,8/23/2014,"Tulsa, Oklahoma, USA", USA,Blue,False,Bantamweight,MALE,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,177.8,177.8,135,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,175.26,177.8,135,25,27,0,0,0,0,0,-2,0,0,0,2.54,0.0,-2,-11.0,-1.0,0.0,0,1,neither
2766,Ben Saunders,Chris Heatherly,-385,345,25.97402597,345.0,8/23/2014,"Tulsa, Oklahoma, USA", USA,Red,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,155,2,0,0,3,3,15,0,0,0,1,2,1,0,4,Orthodox,187.96,195.58,170,31,26,2,0,-3,-4,3,-15,0,-2,-1,-12.7,-22.86,5,-26.71428571,-1.0,-0.14285714300000002,0,1,neither
2767,Wilson Reis,Joby Sanchez,-335,305,29.85074627,305.0,8/23/2014,"Tulsa, Oklahoma, USA", USA,Red,False,Flyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,1,0,0,1,1,6,0,0,0,1,0,0,0,1,Southpaw,162.56,165.1,125,29,23,1,0,-1,-1,1,-6,0,0,0,5.08,7.62,6,-28.0,0.0,-3.5,0,1,neither
2768,Michael Bisping,Cung Le,-235,215,42.55319149,215.0,8/23/2014,"Macau, China", China,Red,False,Middleweight,MALE,5,0,2,0,2,1,6,0,0,0,1,1,0,0,2,Southpaw,175.26,175.26,185,1,0,0,4,6,50,1,0,1,5,8,0,0,14,Orthodox,185.42,190.5,185,35,42,1,2,-2,-12,5,-44,-1,-7,0,-10.16,-15.24,-7,-17.68333333,-0.25,-0.6333333329999999,0,1,Red
2769,Tyron Woodley,Dong Hyun Kim,-210,190,47.61904762,190.0,8/23/2014,"Macau, China", China,Red,False,Welterweight,MALE,3,0,4,0,4,3,34,0,0,1,6,3,0,0,10,Southpaw,187.96,193.04,170,1,0,0,2,2,10,0,0,0,0,3,0,0,3,Orthodox,175.26,187.96,170,32,32,1,4,2,7,-1,24,0,0,0,12.7,5.08,0,-1.93846154,0.538461538,1.861538462,0,1,Red
2770,Zhang Lipeng,Brendan O'Reilly,140,-150,140.0,66.66666667,8/23/2014,"Macau, China", China,Red,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,170,0,1,0,1,0,3,1,0,1,0,0,0,0,1,Southpaw,180.34,180.34,155,24,27,0,-1,-1,-1,0,-3,-1,0,0,-10.16,-5.08,-3,-10.0,-2.0,-4.0,0,1,neither
2771,Ning Guangyou,Jianping Yang,205,-225,205.0,44.44444444,8/23/2014,"Macau, China", China,Red,True,Featherweight,MALE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,165.1,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,162.56,162.56,145,32,25,0,0,0,0,0,0,0,0,0,7.62,2.54,7,0.0,0.0,0.0,0,1,neither
2772,Sai Wang,Danny Mitchell,175,-190,175.0,52.63157895,8/23/2014,"Macau, China", China,Red,False,Welterweight,MALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,170,1,0,0,0,1,3,1,0,0,0,0,0,0,0,Southpaw,182.88,182.88,170,28,28,0,0,0,0,0,0,-1,0,0,5.08,5.08,0,-13.0,5.0,0.0,0,1,neither
2773,Alberto Mina,Shinsho Anzai,-225,205,44.44444444,205.0,8/23/2014,"Macau, China", China,Red,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,195.58,170,32,28,0,0,0,0,0,0,0,0,0,-12.7,-17.78,4,0.0,0.0,0.0,0,1,neither
2774,Roland Delorme,Ulka Sasaki,130,-140,130.0,71.42857143,8/23/2014,"Macau, China", China,Blue,False,Bantamweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,180.34,125,2,0,0,2,3,14,0,0,0,1,0,2,0,3,Orthodox,175.26,180.34,135,30,24,2,0,-2,-3,3,-14,0,0,-2,2.54,0.0,6,-24.83333333,-1.166666667,-1.8333333330000001,0,1,neither
2775,An Ying Wang,Colby Covington,380,-430,380.0,23.25581395,8/23/2014,"Macau, China", China,Blue,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170,0,1,0,1,0,1,0,0,0,0,0,0,1,1,Orthodox,182.88,182.88,170,23,26,0,-1,-1,-1,0,-1,0,-1,0,-2.54,0.0,-3,-13.0,0.0,0.0,0,1,neither
2776,Yao Zhikui,Royston Wee,200,-220,200.0,45.45454545,8/23/2014,"Macau, China", China,Blue,False,Bantamweight,MALE,3,0,1,0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,170.18,170.18,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,125,23,27,0,1,1,1,0,3,0,0,0,5.08,7.62,-4,8.0,0.0,6.0,0,1,neither
2777,Elizabeth Phillips,Milana Dudieva,130,-150,130.0,66.66666667,8/23/2014,"Macau, China", China,Blue,False,Women's Bantamweight,FEMALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,154.94,135,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,135,28,25,1,0,0,0,1,-3,0,0,0,-7.62,-10.16,3,-67.0,0.0,0.0,0,1,neither
2778,Ryan Bader,Ovince Saint Preux,-185,170,54.05405405,170.0,8/16/2014,"Bangor, Maine, USA", USA,Red,False,Light Heavyweight,MALE,5,0,4,0,4,0,7,0,1,0,0,2,1,0,4,Southpaw,190.5,203.2,205,0,2,0,5,4,30,1,0,0,6,3,1,0,10,Orthodox,187.96,187.96,205,31,31,0,2,-1,-6,4,-23,-1,-1,0,2.54,15.24,0,-9.85714286,0.214285714,-1.392857143,0,1,Red
2779,Gray Maynard,Ross Pearson,150,-160,150.0,62.5,8/16/2014,"Bangor, Maine, USA", USA,Blue,False,Lightweight,MALE,3,2,0,0,3,5,30,1,0,0,4,2,0,1,7,Orthodox,172.72,175.26,155,2,0,0,8,5,40,2,0,3,5,1,0,0,9,Orthodox,175.26,177.8,155,35,29,0,0,-5,-2,0,-10,-1,2,0,-2.54,-2.54,6,18.595238100000003,-0.642857143,-1.452380953,0,1,Red
2780,Tim Boetsch,Brad Tavares,285,-315,285.0,31.74603175,8/16/2014,"Bangor, Maine, USA", USA,Red,False,Middleweight,MALE,3,1,0,0,5,2,25,0,0,1,5,1,0,0,7,Orthodox,185.42,187.96,185,1,0,0,4,6,34,0,0,2,3,3,0,0,8,Orthodox,182.88,187.96,185,33,26,0,0,1,-1,4,-9,0,-2,0,2.54,0.0,7,13.14285714,-0.7857142859999999,0.158730158,0,1,Red
2781,Seth Baczynski,Alan Jouban,-155,145,64.51612903,145.0,8/16/2014,"Bangor, Maine, USA", USA,Blue,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,170,1,0,0,4,4,21,0,0,1,1,1,2,0,5,Orthodox,190.5,187.96,170,32,32,1,0,-4,-5,4,-21,0,-1,-2,-7.62,-2.54,0,-31.66666667,-0.5555555560000001,-0.5555555560000001,0,1,neither
2782,Shawn Jordan,Jack May,-200,185,50.0,185.0,8/16/2014,"Bangor, Maine, USA", USA,Red,False,Heavyweight,MALE,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Switch,203.2,200.66,255,2,0,0,2,3,10,0,0,0,0,3,0,0,3,Southpaw,182.88,190.5,260,29,33,1,0,-2,-3,2,-9,0,-3,0,20.32,10.16,-4,-19.66666667,0.0,0.666666667,0,1,neither
2783,Thiago Tavares,Robert Peralta,-135,125,74.07407407,125.0,8/16/2014,"Bangor, Maine, USA", USA,Red,False,Featherweight,MALE,3,0,2,0,2,2,16,0,0,1,1,2,0,0,4,Orthodox,172.72,180.34,145,0,1,0,2,6,32,0,0,0,4,1,3,0,8,Orthodox,170.18,172.72,145,29,28,0,1,0,-4,4,-16,0,1,-3,2.54,7.62,1,27.19047619,-1.0,-1.619047619,0,1,neither
2784,Jussier Formiga,Zach Makovsky,290,-320,290.0,31.25,8/16/2014,"Bangor, Maine, USA", USA,Red,False,Flyweight,MALE,3,0,2,0,2,0,6,0,0,0,2,0,0,0,2,Southpaw,162.56,162.56,125,0,1,0,1,2,7,0,0,0,1,0,1,0,2,Orthodox,165.1,170.18,125,29,31,0,1,1,0,2,-1,0,0,-1,-2.54,-7.62,-2,21.5,0.25,4.25,0,1,Red
2785,Sara McMann,Lauren Murphy,-570,480,17.54385965,480.0,8/16/2014,"Bangor, Maine, USA", USA,Red,False,Women's Bantamweight,FEMALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,125,1,0,0,1,1,2,1,0,0,0,1,0,0,1,Orthodox,167.64,167.64,135,33,31,1,0,-1,-1,1,-2,-1,-1,0,2.54,2.54,2,-10.5,0.0,-1.0,0,1,Red
2786,Tom Watson,Sam Alvey,-125,115,80.0,115.0,8/16/2014,"Bangor, Maine, USA", USA,Red,False,Middleweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,187.96,190.5,205,2,0,0,1,3,11,0,0,0,0,1,0,0,1,Orthodox,185.42,185.42,185,32,28,2,0,-1,-1,3,-11,0,-1,0,2.54,5.08,4,-51.0,0.0,0.0,0,1,neither
2787,Nolan Ticman,Frankie Saenz,110,-120,110.0,83.33333333,8/16/2014,"Bangor, Maine, USA", USA,Blue,False,Bantamweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,125,26,34,0,0,0,0,0,0,0,0,0,0.0,-7.62,-8,0.0,0.0,0.0,0,1,neither
2788,Robbie Lawler,Matt Brown,-325,295,30.76923077,295.0,7/26/2014,"San Jose, California, USA", USA,Red,False,Welterweight,MALE,5,0,7,0,7,5,37,0,0,0,2,9,1,0,12,Orthodox,182.88,190.5,170,0,1,0,3,4,28,1,0,1,2,5,0,0,8,Southpaw,180.34,187.96,170,32,33,0,6,4,4,-1,9,-1,4,1,2.54,2.54,-1,-3.39215686,1.294117647,0.009803921,0,1,Red
2789,Anthony Johnson,Rogerio Nogueira,-660,540,15.15151515,540.0,7/26/2014,"San Jose, California, USA", USA,Red,False,Light Heavyweight,MALE,3,0,2,0,2,2,14,0,0,1,1,2,0,0,4,Southpaw,187.96,190.5,205,0,1,0,3,4,22,0,0,0,2,6,0,0,8,Orthodox,187.96,198.12,205,30,38,0,1,-1,-4,2,-8,0,-4,0,0.0,-7.62,-8,6.33333333,-0.25,-1.083333333,0,1,Red
2790,Clay Guida,Dennis Bermudez,155,-175,155.0,57.14285714,7/26/2014,"San Jose, California, USA", USA,Blue,False,Featherweight,MALE,3,0,6,0,6,1,17,1,0,2,2,1,1,0,6,Orthodox,167.64,167.64,155,0,1,0,4,8,53,0,0,3,3,1,4,0,11,Orthodox,170.18,177.8,155,32,27,0,5,2,-5,7,-36,1,0,-3,-2.54,-10.16,5,24.95488722,0.744360903,0.872180451,0,1,Red
2791,Josh Thomson,Bobby Green,-380,340,26.31578947,340.0,7/26/2014,"San Jose, California, USA", USA,Blue,False,Lightweight,MALE,3,0,3,0,3,0,7,0,0,0,1,1,1,0,3,Orthodox,177.8,180.34,155,1,0,0,2,2,12,0,1,0,0,2,0,0,3,Orthodox,177.8,180.34,155,35,27,1,3,1,0,2,-5,0,-1,1,0.0,0.0,8,27.53333333,0.333333333,-0.666666667,0,1,Red
2792,Daron Cruickshank,Jorge Masvidal,215,-235,215.0,42.55319149,7/26/2014,"San Jose, California, USA", USA,Blue,False,Lightweight,MALE,3,0,1,0,2,1,11,0,0,0,2,0,1,0,3,Orthodox,180.34,187.96,170,0,2,0,2,2,16,0,0,1,1,3,0,0,5,Switch,172.72,182.88,155,29,29,0,-1,0,-2,1,-5,0,-3,1,7.62,5.08,0,10.67857143,0.35714285700000004,1.285714286,0,1,Blue
2793,Kyle Kingsbury,Patrick Cummins,205,-225,205.0,44.44444444,7/26/2014,"San Jose, California, USA", USA,Blue,False,Light Heavyweight,MALE,3,0,1,0,1,1,3,0,0,0,0,1,0,0,1,Orthodox,187.96,193.04,205,3,0,0,4,4,19,0,0,1,2,1,0,0,4,Orthodox,193.04,193.04,205,32,33,3,1,-3,-3,3,-16,0,0,0,-5.08,0.0,-1,-15.25,0.5,-0.75,0,1,neither
2794,Hernani Perpetuo,Tim Means,167,-179,167.0,55.86592179,7/26/2014,"San Jose, California, USA", USA,Blue,False,Welterweight,MALE,3,3,0,0,2,3,13,0,0,0,1,1,0,0,2,Orthodox,187.96,190.5,170,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,170,29,30,-2,0,2,2,-2,10,0,1,0,5.08,2.54,-1,23.0,-0.8,0.6,0,1,neither
2795,Akbarh Arreola,Tiago Trator,275,-305,275.0,32.78688525,7/26/2014,"San Jose, California, USA", USA,Blue,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,180.34,155,31,27,0,0,0,0,0,0,0,0,0,-2.54,-2.54,4,0.0,0.0,0.0,0,1,neither
2796,Andreas Stahl,Gilbert Burns,135,-145,135.0,68.96551724,7/26/2014,"San Jose, California, USA", USA,Blue,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,26,28,0,0,0,0,0,0,0,0,0,-2.54,-5.08,-2,0.0,0.0,0.0,0,1,neither
2797,Juliana Lima,Joanna Jedrzejczyk,285,-315,285.0,31.74603175,7/26/2014,"San Jose, California, USA", USA,Blue,False,Women's Strawweight,FEMALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,165.1,115,32,26,0,0,0,0,0,0,0,0,0,2.54,0.0,6,0.0,0.0,0.0,0,1,neither
2798,Steven Siler,Noad Lahat,-210,190,47.61904762,190.0,7/26/2014,"San Jose, California, USA", USA,Blue,False,Featherweight,MALE,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,145,2,0,0,3,3,18,0,0,0,3,1,1,0,5,Orthodox,180.34,177.8,145,27,30,1,0,-3,-5,2,-17,0,-1,-1,-5.08,-2.54,-3,-22.75,-1.25,-0.375,0,1,neither
2799,Conor McGregor,Diego Brandao,-690,560,14.49275362,560.0,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Red,False,Featherweight,MALE,5,1,0,0,3,2,12,1,0,0,2,0,2,0,4,Orthodox,170.18,172.72,145,0,2,0,2,0,4,0,0,0,1,1,0,0,2,Southpaw,175.26,187.96,155,26,27,-1,-2,1,2,-2,8,1,-1,2,-5.08,-15.24,-1,-13.33333333,0.333333333,0.166666667,0,1,Red
2800,Gunnar Nelson,Zak Cummings,-840,660,11.9047619,660.0,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Red,False,Welterweight,MALE,3,0,2,0,2,0,4,0,0,0,1,0,1,0,2,Southpaw,182.88,190.5,185,0,3,0,3,0,5,0,0,0,1,0,2,0,3,Switch,180.34,182.88,170,25,29,0,-1,-1,-1,0,-1,0,0,-1,2.54,7.62,-4,-5.83333333,0.0,1.166666667,0,1,Red
2801,Brad Pickett,Ian McCall,149,-159,149.0,62.89308176,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Blue,False,Flyweight,MALE,3,0,1,0,1,3,12,0,0,0,1,0,0,0,1,Orthodox,165.1,162.56,125,0,1,0,2,3,15,0,0,1,1,1,1,0,4,Orthodox,167.64,172.72,135,35,30,0,0,-1,-3,0,-3,0,-1,-1,-2.54,-10.16,5,25.21428571,-0.28571428600000004,-0.107142857,0,1,Blue
2802,Norman Parke,Naoyuki Kotani,-460,410,21.73913043,410.0,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Red,False,Lightweight,MALE,3,2,0,0,0,2,5,0,0,0,0,0,0,0,0,Southpaw,172.72,167.64,155,1,0,0,3,1,12,1,0,0,3,0,0,0,3,Southpaw,180.34,177.8,155,27,32,-1,0,-3,-3,-1,-7,-1,0,0,-7.62,-10.16,-5,-46.5,1.5,-1.75,0,1,neither
2803,Ilir Latifi,Chris Dempsey,-295,265,33.89830508,265.0,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Red,False,Light Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,185,0,1,0,1,1,4,0,0,0,0,0,1,0,1,Orthodox,177.8,185.42,205,30,26,0,-1,-1,-1,1,-4,0,0,-1,0.0,-2.54,4,-9.0,-1.0,-1.0,0,1,neither
2804,Neil Seery,Phil Harris,-155,145,64.51612903,145.0,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Red,False,Flyweight,MALE,3,2,0,0,1,3,7,0,0,0,1,0,0,0,1,Orthodox,162.56,162.56,125,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,162.56,162.56,125,34,30,-1,0,1,1,-2,4,0,0,0,0.0,0.0,4,-32.0,0.0,0.75,0,1,neither
2805,Cathal Pendred,Mike King,-130,120,76.92307692,120.0,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Red,False,Middleweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,170,26,30,0,0,0,0,0,0,0,0,0,5.08,0.0,-4,0.0,0.0,0.0,0,1,neither
2806,Tor Troeng,Trevor Smith,-155,145,64.51612903,145.0,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Blue,False,Middleweight,MALE,3,1,0,0,1,2,7,0,0,1,0,0,0,0,1,Orthodox,190.5,190.5,185,1,0,0,1,1,4,0,0,0,0,0,1,0,1,Orthodox,187.96,195.58,185,31,33,0,0,0,0,-1,3,0,0,-1,2.54,-5.08,-2,41.5,0.166666667,0.166666667,0,1,neither
2807,Cody Donovan,Nikita Krylov,115,-125,115.0,80.0,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Blue,False,Light Heavyweight,MALE,3,1,0,0,1,2,5,0,0,0,0,1,0,0,1,Orthodox,190.5,195.58,205,2,0,0,1,2,4,0,0,0,0,1,0,0,1,Orthodox,190.5,187.96,205,33,22,1,0,0,0,0,1,0,0,0,0.0,7.62,11,-7.66666667,0.666666667,-0.333333333,0,1,neither
2808,Paddy Holohan,Joshua Sampo,225,-245,225.0,40.81632653,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Red,False,Flyweight,MALE,3,1,0,0,1,1,5,0,0,0,0,0,1,0,1,Orthodox,162.56,162.56,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,175.26,125,26,29,-1,0,1,1,-1,5,0,0,1,-15.24,-12.7,-3,23.5,2.5,1.0,0,1,neither
2809,Donald Cerrone,Jim Miller,-240,220,41.66666667,220.0,7/16/2014,"Atlantic City, New Jersey, USA", USA,Red,False,Lightweight,MALE,5,0,2,0,7,4,39,0,0,0,5,2,6,0,13,Southpaw,172.72,180.34,155,0,3,0,4,3,25,0,0,0,3,3,4,0,10,Orthodox,185.42,185.42,155,31,30,0,-1,3,3,-1,14,0,-1,2,-12.7,-5.08,1,-14.76923077,1.4389140269999998,0.50678733,0,1,Red
2810,Edson Barboza,Evan Dunham,-320,260,31.25,260.0,7/16/2014,"Atlantic City, New Jersey, USA", USA,Red,False,Lightweight,MALE,3,2,0,0,4,5,30,0,0,3,1,1,1,1,7,Southpaw,177.8,177.8,155,1,0,0,4,2,20,0,1,1,1,4,0,0,7,Orthodox,180.34,190.5,155,28,32,-1,0,0,0,-3,10,0,-2,1,-2.54,-12.7,-4,19.75,0.8888888890000001,0.8888888890000001,0,1,Red
2811,Rick Story,Leonardo Mafra,-300,270,33.33333333,270.0,7/16/2014,"Atlantic City, New Jersey, USA", USA,Red,False,Welterweight,MALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,1,0,0,6,6,39,0,0,2,4,2,1,0,9,Southpaw,175.26,180.34,170,29,25,0,0,-6,-9,5,-36,0,-2,-1,2.54,-2.54,4,-9.26666667,0.133333333,-2.333333333,0,1,neither
2812,Justin Salas,Joe Proctor,-135,125,74.07407407,125.0,7/16/2014,"Atlantic City, New Jersey, USA", USA,Blue,False,Lightweight,MALE,3,0,1,0,1,1,7,0,0,0,1,1,0,0,2,Orthodox,177.8,182.88,155,0,1,0,1,2,9,0,0,1,1,1,0,0,3,Southpaw,172.72,177.8,155,32,28,0,0,0,-1,1,-2,0,0,0,5.08,5.08,4,6.06666667,1.6666666669999999,-1.4,0,1,neither
